"gene_id","genotypeMYB3R135-genotypeWILDTYPE","genotypeSOG11-genotypeWILDTYPE","Time_After_Treatment_min10-Time_After_Treatment_min0","Time_After_Treatment_min1440-Time_After_Treatment_min0","Time_After_Treatment_min180-Time_After_Treatment_min0","Time_After_Treatment_min360-Time_After_Treatment_min0","Time_After_Treatment_min4320-Time_After_Treatment_min0","Time_After_Treatment_min45-Time_After_Treatment_min0","Time_After_Treatment_min720-Time_After_Treatment_min0","Time_After_Treatment_min90-Time_After_Treatment_min0","Radiation_Dose_cGy10-Radiation_Dose_cGy0","Radiation_Dose_cGy100-Radiation_Dose_cGy0","Radiation_Dose_cGy10000-Radiation_Dose_cGy0","Radiation_Dose_cGy40-Radiation_Dose_cGy0","Radiation_Dose_cGy80-Radiation_Dose_cGy0"
"AT2G18050","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT2G18060","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G18140","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G18150","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G18190","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT2G18193","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT2G18196","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT2G18260","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G18270","None","Up","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT2G18300","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT2G18328","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G18450","Up","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT2G18470","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G18480","None","None","Down","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT2G18550","None","Up","Up","Up","Up","Up","Up","Up","Up","None","None","None","Down","None","None"
"AT2G18600","None","Down","Down","None","None","None","None","Down","Down","None","None","None","Up","None","None"
"AT2G18620","Up","Up","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G18640","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G18660","None","None","None","Up","None","None","Up","None","None","None","None","None","Up","None","None"
"AT2G18670","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT2G18680","None","None","None","None","None","None","None","None","Down","None","None","Up","Up","None","None"
"AT2G18690","None","None","None","None","None","Down","None","None","Down","Up","None","Up","Up","None","None"
"AT2G18700","None","None","None","Down","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT2G18720","None","Down","Down","None","None","Up","None","Down","None","None","None","None","Up","None","None"
"AT2G18780","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G18917","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT2G19050","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19060","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19190","None","None","None","Up","None","None","None","None","None","None","None","Up","None","None","None"
"AT2G19340","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19410","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19440","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT2G19550","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19610","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19650","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G19780","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G19800","None","None","None","Down","None","Down","None","None","Down","None","None","Up","None","None","None"
"AT2G19810","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT2G19900","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19910","Up","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19920","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19960","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G19970","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G20142","None","None","None","None","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT2G20340","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT2G20500","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT2G20510","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G20560","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT2G20570","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT2G20590","None","None","None","None","None","Down","None","None","None","Down","None","None","Down","None","None"
"AT2G20610","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G20670","None","None","None","Down","None","Down","None","None","Down","Down","None","None","None","None","None"
"AT2G20720","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT2G20750","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G20800","None","None","None","Up","None","None","None","Down","None","None","None","None","None","None","None"
"AT2G20835","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT2G20870","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT2G20880","None","None","None","Up","Up","None","None","None","None","Up","None","None","None","None","None"
"AT2G20980","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
